plant,step,kind,component,t_end_exact,optimized_lo,optimized_hi,flowstar_lo,flowstar_hi,optimized_over_flowstar_width,data_origin,duration
van_der_pol,309,tube,y,1781263724617578615/576460752303423488,-2.700982982634801,-2.6033576718233644,-2.6866712475655032,-2.6048300102233837,1.1928621069514744,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,310,endpoint,x,893514166070306425/288230376151711744,-0.804238351231085,-0.6203761104941452,-0.7675667952771261,-0.6211492942823958,1.255739508513789,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,310,endpoint,y,893514166070306425/288230376151711744,-2.7034982332268243,-2.621863052593383,-2.690725806601129,-2.623310622698458,1.2109316612011378,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,310,tube,x,893514166070306425/288230376151711744,-0.8042835199498879,-0.5937350643889914,-0.7675688087380839,-0.5945514034350874,1.216920662936621,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,310,tube,y,893514166070306425/288230376151711744,-2.7041373974515905,-2.6146147625988676,-2.6913320289662037,-2.616095274563634,1.1898790101140437,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,311,endpoint,x,1792792939663647085/576460752303423488,-0.8310920477178476,-0.6468339611983958,-0.7944115949757954,-0.6475084705497872,1.25428296531745,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,311,endpoint,y,1792792939663647085/576460752303423488,-2.705194183818775,-2.6308904892519682,-2.6939978835979863,-2.6323444881029157,1.2051841422545417,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,311,tube,x,1792792939663647085/576460752303423488,-0.8311387861315921,-0.6201314452303897,-0.7944136944727826,-0.6208505934985382,1.2157384819513823,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,311,tube,y,1792792939663647085/576460752303423488,-2.7058576536348653,-2.62486465766838,-2.6946298712036807,-2.626350138729724,1.1861938093764208,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,312,endpoint,x,224819693398335165/72057594037927936,-0.8579469567049128,-0.6733849573281374,-0.8212781589386616,-0.6739564559533107,1.2527821470752851,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,312,endpoint,y,224819693398335165/72057594037927936,-2.7054078462006914,-2.6388057420967783,-2.695860581629294,-2.6402642296842025,1.197958171242799,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,312,tube,x,224819693398335165/72057594037927936,-0.8579952370779432,-0.6466337211843631,-0.821280342284093,-0.6472513168371354,1.214518758297599,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,312,tube,y,224819693398335165/72057594037927936,-2.706094545311315,-2.6340540761085482,-2.6965176659907644,-2.635542178445125,1.1814660628805194,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,313,endpoint,x,1804322154709715555/576460752303423488,-0.8847881494596755,-0.700017586041918,-0.8481520852370686,-0.7004819218928597,1.251238295085177,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,313,endpoint,y,1804322154709715555/576460752303423488,-2.7040926348884136,-2.64555722429232,-2.696261830492832,-2.647022265485651,1.1887881338423034,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,313,tube,x,1804322154709715555/576460752303423488,-0.8848379373558306,-0.6732308849814926,-0.84815434974316,-0.6737427442224981,1.2132624531643896,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,313,tube,y,1804322154709715555/576460752303423488,-2.704801319966268,-2.6421300603229367,-2.6969431926805734,-2.643622424406381,1.1753630277991391,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,314,endpoint,x,905043381116374895/288230376151711744,-0.9116002844769269,-0.7267197833241811,-0.8750186514372519,-0.7270728797926144,1.2496504570392502,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,314,endpoint,y,905043381116374895/288230376151711744,-2.7012047867824047,-2.651094212389688,-2.6951586753940173,-2.6525651894447804,1.1764844617892636,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,314,tube,x,905043381116374895/288230376151711744,-0.9116515385926155,-0.6999113614440644,-0.8750209939032465,-0.7003133695621916,1.2119687274506303,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,314,tube,y,905043381116374895/288230376151711744,-2.701934046830896,-2.6490402109230318,-2.695863342290536,-2.6505357811300967,1.1669243734654895,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,315,endpoint,x,1815851369755784025/576460752303423488,-0.938375261265027,-0.7534713202109877,-0.9018701871380606,-0.7537093443003384,1.2479946625071592,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,315,endpoint,y,1815851369755784025/576460752303423488,-2.6974676496271446,-2.6546031822712894,-2.6932648454338106,-2.656086813925128,1.1529515043270755,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,315,tube,x,1815851369755784025/576460752303423488,-0.938427935758608,-0.7266553881257611,-0.9018726038413392,-0.7269436700054143,1.2106204673463539,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,315,tube,y,1815851369755784025/576460752303423488,-2.698216654698495,-2.6539682674046503,-2.693991687166411,-2.655474062397238,1.1487828639230675,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,316,endpoint,x,455403994319704565/144115188075855872,-0.9651513102261113,-0.7802047594076614,-0.9287453270256268,-0.780324122482081,1.2460925067090924,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,316,endpoint,y,455403994319704565/144115188075855872,-2.698284589288421,-2.650595547140912,-2.6959646335387535,-2.652114904417682,1.087556140103781,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,316,tube,x,455403994319704565/144115188075855872,-0.9652096101224864,-0.7533917157176415,-0.9287520533818749,-0.7535626523321882,1.2090793914225992,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,316,tube,y,455403994319704565/144115188075855872,-2.6999058438175725,-2.650569838128827,-2.697560295164232,-2.6521147883092704,1.0856079974242612,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,317,endpoint,x,1827380584801852495/576460752303423488,-0.9918588994700067,-0.8069596002668078,-0.9555740549304231,-0.8069578179097918,1.2441392872673172,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,317,endpoint,y,1827380584801852495/576460752303423488,-2.698293713121539,-2.6443535264009306,-2.6978171255558836,-2.6460075803821876,1.0411244981937113,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,317,tube,x,1827380584801852495/576460752303423488,-0.9919260364334103,-0.7801612495011576,-0.9555883558228987,-0.7802123032150696,1.207489755775237,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,317,tube,y,1827380584801852495/576460752303423488,-2.7014405789900193,-2.6443234988301145,-2.700934093043599,-2.6460074511921365,1.0398793415109135,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,318,endpoint,x,916572596162443365/288230376151711744,-1.01850271857968,-0.833700354288436,-0.9823342002158596,-0.8336023890146347,1.2425207680770984,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,318,endpoint,y,916572596162443365/288230376151711744,-2.698136277551259,-2.6351623249968816,-2.6982025384077457,-2.6383075990715943,1.0514069010228997,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,318,tube,x,916572596162443365/288230376151711744,-1.0185788304215162,-0.8069319579647073,-0.9823562620457125,-0.8068880427028892,1.206183508611899,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,318,tube,y,916572596162443365/288230376151711744,-2.7028471449636093,-2.6351263264769393,-2.702877549344597,-2.638307457027151,1.048795441606838,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,319,endpoint,x,1838909799847920965/576460752303423488,-1.0450596622364665,-0.8604186269493997,-1.0090090019831368,-0.8602436452999062,1.2411561361038308,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,319,endpoint,y,1838909799847920965/576460752303423488,-2.6971523085305726,-2.6236152577202763,-2.6970751034702265,-2.6289900892322575,1.080076895530514,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,319,tube,x,1838909799847920965/576460752303423488,-1.0451448622961206,-0.8336958216504764,-1.009038994366689,-0.8335760476770847,1.2050922695359696,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,319,tube,y,1838909799847920965/576460752303423488,-2.7034615742874304,-2.623572221656392,-2.7033414876971182,-2.6289899346983403,1.0744812906914174,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,320,endpoint,x,28823037615171175/9007199254740992,-1.071493234032888,-0.88711878509938,-1.0355826541512534,-0.8868657692764468,1.23976809417921,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,320,endpoint,y,28823037615171175/9007199254740992,-2.6947199643668385,-2.6102749837021575,-2.6945136080194008,-2.6179126131911126,1.102400573960902,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,320,tube,x,28823037615171175/9007199254740992,-1.0715876013636052,-0.8604575567068954,-1.0356207284153778,-0.8602608339505551,1.2039813624492266,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,320,tube,y,28823037615171175/9007199254740992,-2.7026576909254802,-2.610224471056013,-2.7024009884483053,-2.617912446674705,1.0940326099739734,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,321,endpoint,x,1850439014893989435/576460752303423488,-1.0977981831765533,-0.913773396373376,-1.0620373553239193,-0.9134543393204588,1.2385317767334287,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,321,endpoint,y,1850439014893989435/576460752303423488,-2.6907751058887808,-2.595154322760267,-2.690422074864011,-2.6051150706517983,1.1209019002782508,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,321,tube,x,1850439014893989435/576460752303423488,-1.0979017786020282,-0.8871900254966585,-1.0620836430594438,-0.8869282761336921,1.2029991247410097,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,321,tube,y,1850439014893989435/576460752303423488,-2.7003673041261647,-2.595095952285708,-2.699956080474286,-2.605114892804347,1.1099750480436366,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,322,endpoint,x,928101811208511835/288230376151711744,-1.123963344857846,-0.9403604721624672,-1.088355080219529,-0.939994636715662,1.237545995139825,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,322,endpoint,y,928101811208511835/288230376151711744,-2.6852045057105185,-2.5783237374721404,-2.6847032510630164,-2.590646766592544,1.1363466202261874,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,322,tube,x,928101811208511835/288230376151711744,-1.1240762619248326,-0.9138714418767431,-1.0884096919099295,-0.9135639118065235,1.2022298732275476,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,322,tube,y,928101811208511835/288230376151711744,-2.696483807080984,-2.5782462421917702,-2.6959052455354975,-2.590646578210158,1.1233047870894883,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,323,endpoint,x,1861968229940057905/576460752303423488,-1.1500240633073304,-0.96681113117562,-1.1145183910195406,-0.9664709181859176,1.2375282645831216,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,323,endpoint,y,1861968229940057905/576460752303423488,-2.677978404837193,-2.559779039922064,-2.6773427297871573,-2.5744828128130286,1.1491294995392467,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,323,tube,x,1861968229940057905/576460752303423488,-1.1501465839142915,-0.9404329274631376,-1.114581414762257,-0.9401522113376801,1.2022852385600327,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,323,tube,y,1861968229940057905/576460752303423488,-2.6910091783768078,-2.5596348978551418,-2.6902295592385723,-2.5744826148343054,1.1350129474072146,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,324,endpoint,x,466933209365773035/144115188075855872,-1.1758904876390852,-0.9931814002560677,-1.1405096803881363,-0.9928672617916282,1.2375107988602052,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,324,endpoint,y,466933209365773035/144115188075855872,-2.6690630043291033,-2.539530146304642,-2.668309238262819,-2.5566243228376044,1.1598062059795173,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,324,tube,x,466933209365773035/144115188075855872,-1.176022650134665,-0.9669308975644696,-1.140581180725628,-0.9666774212581176,1.2023417619632244,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,324,tube,y,466933209365773035/144115188075855872,-2.68387091155045,-2.539305795812262,-2.68289300149042,-2.5566241163389707,1.1448989635474613,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,325,endpoint,x,1873497444986126375/576460752303423488,-1.2015447153431453,-1.0194551636692846,-1.1663112782952434,-1.0191675536277904,1.2374945114743146,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,325,endpoint,y,1873497444986126375/576460752303423488,-2.658433503688016,-2.51758756918618,-2.657565353550035,-2.537088132251,1.1690669238813522,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,325,tube,x,1873497444986126375/576460752303423488,-1.2016865298332915,-0.9933493610900653,-1.1663912951723912,-0.9931235486615696,1.2024001750967213,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,325,tube,y,1873497444986126375/576460752303423488,-2.6750395232540725,-2.5172691803427174,-2.673853198084141,-2.537087918439488,1.15358476450513,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,326,endpoint,x,939631026254580305/288230376151711744,-1.2269689522060478,-1.0456161052141344,-1.1919056230297245,-1.0453554144348844,1.2374792825664993,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,326,endpoint,y,939631026254580305/288230376151711744,-2.6460698316269293,-2.493967323852588,-2.645091852346015,-2.515882831660024,1.1771818017566051,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,326,tube,x,939631026254580305/288230376151711744,-1.2271203998070381,-1.0196720768177947,-1.1919941711352207,-1.0194742855340388,1.202460355606811,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,326,tube,y,939631026254580305/288230376151711744,-2.6644900705383385,-2.493540812233351,-2.6630858961749677,-2.515882515123243,1.161313395681577,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,327,endpoint,x,1885026660032194845/576460752303423488,-1.2521455735987082,-1.0716477511233515,-1.2172752822396962,-1.0714142797246848,1.2374645680690466,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,327,endpoint,y,1885026660032194845/576460752303423488,-2.631956911196755,-2.4686909674253075,-2.630880626334782,-2.4930161749520137,1.1842497622404065,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,327,tube,x,1885026660032194845/576460752303423488,-1.2523066071233764,-1.045882593267903,-1.2173723517587869,-1.0457130858748136,1.2025218259700472,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,327,tube,y,1885026660032194845/576460752303423488,-2.6522029427538336,-2.4681415129385376,-2.650578413269445,-2.4930149650876583,1.16817340531249,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,328,endpoint,x,236348908444403635/72057594037927936,-1.2770572511767044,-1.097533449898352,-1.2424029337856268,-1.0973275230162427,1.2374516144829562,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,328,endpoint,y,236348908444403635/72057594037927936,-2.6160915072032234,-2.441778969026747,-2.614911897836335,-2.468518122519307,1.1907100407718036,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,328,tube,x,236348908444403635/72057594037927936,-1.2772277910975547,-1.0719642319989247,-1.2425084861460725,-1.07182329267722,1.2025856193325146,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,328,tube,y,236348908444403635/72057594037927936,-2.6381687219734427,-2.4410925561537717,-2.6363048165583187,-2.468516005694567,1.1745489154202386,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,329,endpoint,x,1896555875078263315/576460752303423488,-1.3016868893441633,-1.123256544192364,-1.2672715084121526,-1.123078419505291,1.2374403413124215,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,329,endpoint,y,1896555875078263315/576460752303423488,-2.5984698473627224,-2.413263233157026,-2.597181375133096,-2.4424138752868108,1.1966763977556218,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,329,tube,x,1896555875078263315/576460752303423488,-1.3018668252013705,-1.0979002531395818,-1.2673854778186888,-1.0977880949031795,1.2026516480115828,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,329,tube,y,1896555875078263315/576460752303423488,-2.6223780000061048,-2.412426031990528,-2.6202553576706427,-2.442410844226148,1.1805366606437522,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,330,endpoint,x,951160241300648775/288230376151711744,-1.3260178117903267,-1.148800293396644,-1.2918642205711248,-1.148650223119067,1.2374315468221457,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,330,endpoint,y,951160241300648775/288230376151711744,-2.5790981259052823,-2.3831766347546384,-2.577690790481818,-2.414733452377412,1.2022870122308833,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,330,tube,x,951160241300648775/288230376151711744,-1.3262070022627646,-1.1236737787817288,-1.2919865138038809,-1.1235906057438338,1.202720575661589,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,330,tube,y,951160241300648775/288230376151711744,-2.604831222510435,-2.3821750800197723,-2.602426278315411,-2.4147295064141043,1.186254511653178,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,331,endpoint,x,1908085090124331785/576460752303423488,-1.3500359903673544,-1.1741457549137968,-1.3161646239734532,-1.1740262196453894,1.2374575068930185,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,331,endpoint,y,1908085090124331785/576460752303423488,-2.5579715064082795,-2.351574046529962,-2.5564475607975123,-2.3855120741094966,1.207458228115181,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,331,tube,x,1908085090124331785/576460752303423488,-1.3502342641836715,-1.149265673275645,-1.316295120385013,-1.149213915411995,1.2028198560124153,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,331,tube,y,1908085090124331785/576460752303423488,-2.5855175038094718,-2.350395144503798,-2.5828195109253658,-2.385507219356672,1.1916255061272574,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,332,endpoint,x,478462424411841505/144115188075855872,-1.3737239291613546,-1.1992780095286677,-1.340156671806113,-1.1991897749977898,1.2374956360845903,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,332,endpoint,y,478462424411841505/144115188075855872,-2.535104006913607,-2.318502401315621,-2.533464770462207,-2.354790118290053,1.2122682370708597,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,332,tube,x,478462424411841505/144115188075855872,-1.3739310830520026,-1.1746607718256763,-1.3402952235221288,-1.1746411394694307,1.2029302649908358,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,332,tube,y,478462424411841505/144115188075855872,-2.5644449757904764,-2.31713361373842,-2.5614427023261976,-2.3547843677257307,1.196716128242221,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,333,endpoint,x,1919614305170400255/576460752303423488,-1.397065454127643,-1.2241814787653582,-1.3638247663073653,-1.2241243938010884,1.2375341043168442,REUSED_MATCHED_REFERENCE,0.01
